id_transaksi,id_seller,id_produk,tanggal,jam_transaksi,jenis_transaksi,kategori,qty,harga_satuan,total_harga,metode_pembayaran,event,diskon,status_transaksi,tahun,bulan,id_supplier,nama_produk,kategori_produk,harga_jual,harga_modal,stok_awal,minimum_stok,status_produk,tanggal_input_produk,nama_usaha,jenis_usaha,lokasi_usaha,tanggal_bergabung
T010453,U003,P017,2024-11-08,16:47,Pemasukan,Makanan,2,20000,40000,QRIS,Tidak Ada Event,0,Berhasil,2024,11,S003,Nasi Goreng,Makanan,20000,10000,680,136,aktif,2024-07-22,Dapur Nusantara,Kuliner,Garut,2024-07-15
T010453,U003,P021,2024-11-08,16:47,Pemasukan,Frozen Food,2,18000,36000,QRIS,Tidak Ada Event,0,Berhasil,2024,11,S008,Nugget,Frozen Food,18000,9000,938,188,aktif,2024-07-29,Dapur Nusantara,Kuliner,Garut,2024-07-15
T010453,U003,P016,2024-11-08,16:47,Pemasukan,Makanan,4,35000,140000,QRIS,Tidak Ada Event,0,Berhasil,2024,11,S003,Steak Ayam,Makanan,35000,18000,1070,214,aktif,2024-07-16,Dapur Nusantara,Kuliner,Garut,2024-07-15
T010453,U003,P022,2024-11-08,16:47,Pemasukan,Frozen Food,1,15000,15000,QRIS,Tidak Ada Event,0,Berhasil,2024,11,S008,Sosis Frozen,Frozen Food,15000,7000,984,197,aktif,2024-07-22,Dapur Nusantara,Kuliner,Garut,2024-07-15
T010454,U005,P035,2026-06-05,10:10,Pemasukan,Laundry,4,25000,100000,Cash,Tidak Ada Event,0,Berhasil,2026,6,S005,Dry Cleaning,Laundry,25000,12000,3842,768,aktif,2025-02-05,CleanWash,Laundry,Bandung,2025-02-01
T010454,U005,P034,2026-06-05,10:10,Pemasukan,Laundry,2,7000,14000,Cash,Tidak Ada Event,0,Berhasil,2026,6,S005,Cuci Kiloan,Laundry,7000,3000,4294,859,aktif,2025-02-11,CleanWash,Laundry,Bandung,2025-02-01
T010455,U005,P035,2026-05-29,15:17,Pengeluaran,Laundry,3,25000,75000,Cash,Tidak Ada Event,0,Berhasil,2026,5,S005,Dry Cleaning,Laundry,25000,12000,3842,768,aktif,2025-02-05,CleanWash,Laundry,Bandung,2025-02-01
T010456,U006,P037,2025-10-18,17:14,Pemasukan,Fashion,2,90000,180000,Transfer,Tidak Ada Event,0,Berhasil,2025,10,S006,Hoodie,Fashion,90000,50000,426,85,aktif,2025-05-04,Thrift Hub,Fashion,Bandung,2025-05-01
T010456,U006,P040,2025-10-18,17:14,Pemasukan,Fashion,1,50000,50000,Transfer,Tidak Ada Event,0,Berhasil,2025,10,S006,Topi,Fashion,50000,25000,412,82,stok_menipis,2025-05-07,Thrift Hub,Fashion,Bandung,2025-05-01
T010457,U001,P001,2025-02-14,22:41,Pemasukan,Minuman,1,15000,15000,QRIS,Tidak Ada Event,0,Berhasil,2025,2,S001,Americano,Minuman,15000,7000,757,151,aktif,2024-01-21,Warkop GenZ,Kafe,Bandung,2024-01-10
T010458,U006,P038,2025-08-12,21:25,Pemasukan,Fashion,2,75000,150000,QRIS,Tidak Ada Event,0,Berhasil,2025,8,S006,Kaos Polo,Fashion,75000,40000,434,87,aktif,2025-05-10,Thrift Hub,Fashion,Bandung,2025-05-01
T010458,U006,P040,2025-08-12,21:25,Pemasukan,Fashion,2,50000,100000,QRIS,Tidak Ada Event,0,Berhasil,2025,8,S006,Topi,Fashion,50000,25000,412,82,stok_menipis,2025-05-07,Thrift Hub,Fashion,Bandung,2025-05-01
T010459,U002,P014,2025-08-17,10:10,Pemasukan,Snack,4,14000,56000,QRIS,Tidak Ada Event,0,Berhasil,2025,8,S004,Cookies,Snack,14000,7000,1299,260,aktif,2024-03-08,Warung Madura,Retail,Cimahi,2024-03-01
T010459,U002,P007,2025-08-17,10:10,Pemasukan,Sembako,10,70000,700000,QRIS,Tidak Ada Event,0,Berhasil,2025,8,S002,Beras,Sembako,70000,60000,2907,581,aktif,2024-03-10,Warung Madura,Retail,Cimahi,2024-03-01
T010460,U003,P024,2025-07-23,17:15,Pemasukan,Frozen Food,4,22000,83600,Cash,Tidak Ada Event,5,Berhasil,2025,7,S008,Dimsum Frozen,Frozen Food,22000,12000,914,183,aktif,2024-07-21,Dapur Nusantara,Kuliner,Garut,2024-07-15
T010460,U003,P025,2025-07-23,17:15,Pemasukan,Frozen Food,4,25000,95000,Cash,Tidak Ada Event,5,Berhasil,2025,7,S008,Bakso Frozen,Frozen Food,25000,13000,1399,280,aktif,2024-07-27,Dapur Nusantara,Kuliner,Garut,2024-07-15
T010461,U002,P008,2024-10-21,11:07,Pemasukan,Sembako,5,16000,80000,QRIS,Tidak Ada Event,0,Berhasil,2024,10,S002,Gula,Sembako,16000,12000,3616,723,aktif,2024-03-13,Warung Madura,Retail,Cimahi,2024-03-01
T010462,U004,P026,2025-07-20,09:44,Pemasukan,Bakery,1,18000,18000,Transfer,Tidak Ada Event,0,Berhasil,2025,7,S004,Croissant,Bakery,18000,9000,825,165,aktif,2024-10-11,Roti Bahagia,Bakery,Sumedang,2024-10-01
T010462,U004,P029,2025-07-20,09:44,Pemasukan,Bakery,3,12000,36000,Transfer,Tidak Ada Event,0,Berhasil,2025,7,S004,Kue Balok,Bakery,12000,6000,852,170,aktif,2024-10-12,Roti Bahagia,Bakery,Sumedang,2024-10-01
T010463,U005,P031,2025-12-02,11:34,Pemasukan,Laundry,7,12000,84000,QRIS,Tidak Ada Event,0,Berhasil,2025,12,S005,Deterjen,Laundry,12000,7000,2614,523,aktif,2025-02-14,CleanWash,Laundry,Bandung,2025-02-01
T010463,U005,P035,2025-12-02,11:34,Pemasukan,Laundry,6,25000,150000,QRIS,Tidak Ada Event,0,Berhasil,2025,12,S005,Dry Cleaning,Laundry,25000,12000,3842,768,aktif,2025-02-05,CleanWash,Laundry,Bandung,2025-02-01
T010464,U003,P016,2025-06-13,14:01,Pemasukan,Makanan,5,35000,175000,Cash,Tidak Ada Event,0,Berhasil,2025,6,S003,Steak Ayam,Makanan,35000,18000,1070,214,aktif,2024-07-16,Dapur Nusantara,Kuliner,Garut,2024-07-15
T010464,U003,P024,2025-06-13,14:01,Pemasukan,Frozen Food,5,22000,110000,Cash,Tidak Ada Event,0,Berhasil,2025,6,S008,Dimsum Frozen,Frozen Food,22000,12000,914,183,aktif,2024-07-21,Dapur Nusantara,Kuliner,Garut,2024-07-15
T010464,U003,P023,2025-06-13,14:01,Pemasukan,Frozen Food,1,18000,18000,Cash,Tidak Ada Event,0,Berhasil,2025,6,S008,Kentang Frozen,Frozen Food,18000,10000,1073,215,aktif,2024-07-29,Dapur Nusantara,Kuliner,Garut,2024-07-15
T010464,U003,P022,2025-06-13,14:01,Pemasukan,Frozen Food,1,15000,15000,Cash,Tidak Ada Event,0,Berhasil,2025,6,S008,Sosis Frozen,Frozen Food,15000,7000,984,197,aktif,2024-07-22,Dapur Nusantara,Kuliner,Garut,2024-07-15
T010465,U001,P001,2025-05-19,22:08,Pemasukan,Minuman,1,15000,15000,QRIS,Tidak Ada Event,0,Berhasil,2025,5,S001,Americano,Minuman,15000,7000,757,151,aktif,2024-01-21,Warkop GenZ,Kafe,Bandung,2024-01-10
T010466,U001,P002,2025-09-23,19:57,Pemasukan,Minuman,1,20000,19000,QRIS,Tidak Ada Event,5,Berhasil,2025,9,S001,Latte,Minuman,20000,10000,825,165,aktif,2024-01-15,Warkop GenZ,Kafe,Bandung,2024-01-10
T010466,U001,P003,2025-09-23,19:57,Pemasukan,Minuman,2,18000,34200,QRIS,Tidak Ada Event,5,Berhasil,2025,9,S001,Kopi Susu,Minuman,18000,9000,752,150,aktif,2024-01-22,Warkop GenZ,Kafe,Bandung,2024-01-10
T010466,U001,P001,2025-09-23,19:57,Pemasukan,Minuman,2,15000,28500,QRIS,Tidak Ada Event,5,Berhasil,2025,9,S001,Americano,Minuman,15000,7000,757,151,aktif,2024-01-21,Warkop GenZ,Kafe,Bandung,2024-01-10
T010467,U006,P039,2025-10-23,17:59,Pemasukan,Fashion,2,120000,192000,Cash,Tidak Ada Event,20,Berhasil,2025,10,S006,Celana Cargo,Fashion,120000,70000,759,152,aktif,2025-05-08,Thrift Hub,Fashion,Bandung,2025-05-01
T010467,U006,P040,2025-10-23,17:59,Pemasukan,Fashion,2,50000,80000,Cash,Tidak Ada Event,20,Berhasil,2025,10,S006,Topi,Fashion,50000,25000,412,82,stok_menipis,2025-05-07,Thrift Hub,Fashion,Bandung,2025-05-01
T010468,U004,P029,2026-03-12,10:57,Pemasukan,Bakery,3,12000,36000,Cash,Ramadan,0,Berhasil,2026,3,S004,Kue Balok,Bakery,12000,6000,852,170,aktif,2024-10-12,Roti Bahagia,Bakery,Sumedang,2024-10-01
T010468,U004,P026,2026-03-12,10:57,Pengeluaran,Bakery,3,18000,54000,Cash,Ramadan,0,Berhasil,2026,3,S004,Croissant,Bakery,18000,9000,825,165,aktif,2024-10-11,Roti Bahagia,Bakery,Sumedang,2024-10-01
T010468,U004,P030,2026-03-12,10:57,Pemasukan,Bakery,3,28000,84000,Cash,Ramadan,0,Berhasil,2026,3,S004,Cheesecake,Bakery,28000,14000,666,133,aktif,2024-10-12,Roti Bahagia,Bakery,Sumedang,2024-10-01
T010468,U004,P027,2026-03-12,10:57,Pengeluaran,Bakery,2,22000,44000,Cash,Ramadan,0,Berhasil,2026,3,S004,Cinnamon Roll,Bakery,22000,12000,625,125,aktif,2024-10-13,Roti Bahagia,Bakery,Sumedang,2024-10-01
T010469,U001,P005,2025-04-23,20:23,Pemasukan,Minuman,3,5000,15000,QRIS,Tidak Ada Event,0,Berhasil,2025,4,S007,Air Mineral,Minuman,5000,2500,715,143,aktif,2024-01-11,Warkop GenZ,Kafe,Bandung,2024-01-10
T010469,U001,P001,2025-04-23,20:23,Pemasukan,Minuman,4,15000,60000,QRIS,Tidak Ada Event,0,Berhasil,2025,4,S001,Americano,Minuman,15000,7000,757,151,aktif,2024-01-21,Warkop GenZ,Kafe,Bandung,2024-01-10
T010470,U006,P039,2025-12-25,20:15,Pemasukan,Fashion,2,120000,240000,Cash,Natal,0,Berhasil,2025,12,S006,Celana Cargo,Fashion,120000,70000,759,152,aktif,2025-05-08,Thrift Hub,Fashion,Bandung,2025-05-01
T010470,U006,P040,2025-12-25,20:15,Pemasukan,Fashion,2,50000,100000,Cash,Natal,0,Berhasil,2025,12,S006,Topi,Fashion,50000,25000,412,82,stok_menipis,2025-05-07,Thrift Hub,Fashion,Bandung,2025-05-01
T010471,U003,P016,2024-11-14,12:56,Pemasukan,Makanan,3,35000,105000,Cash,Tidak Ada Event,0,Berhasil,2024,11,S003,Steak Ayam,Makanan,35000,18000,1070,214,aktif,2024-07-16,Dapur Nusantara,Kuliner,Garut,2024-07-15
T010471,U003,P021,2024-11-14,12:56,Pemasukan,Frozen Food,5,18000,90000,Cash,Tidak Ada Event,0,Berhasil,2024,11,S008,Nugget,Frozen Food,18000,9000,938,188,aktif,2024-07-29,Dapur Nusantara,Kuliner,Garut,2024-07-15
T010471,U003,P018,2024-11-14,12:56,Pemasukan,Makanan,2,25000,50000,Cash,Tidak Ada Event,0,Berhasil,2024,11,S003,Sate Ayam,Makanan,25000,13000,970,194,aktif,2024-07-29,Dapur Nusantara,Kuliner,Garut,2024-07-15
T010472,U003,P022,2025-04-25,20:25,Pemasukan,Frozen Food,2,15000,30000,Transfer,Tidak Ada Event,0,Berhasil,2025,4,S008,Sosis Frozen,Frozen Food,15000,7000,984,197,aktif,2024-07-22,Dapur Nusantara,Kuliner,Garut,2024-07-15
T010472,U003,P021,2025-04-25,20:25,Pemasukan,Frozen Food,1,18000,18000,Transfer,Tidak Ada Event,0,Berhasil,2025,4,S008,Nugget,Frozen Food,18000,9000,938,188,aktif,2024-07-29,Dapur Nusantara,Kuliner,Garut,2024-07-15
T010473,U001,P004,2026-11-05,18:42,Pemasukan,Minuman,2,10000,18000,Transfer,Tidak Ada Event,10,Berhasil,2026,11,S007,Coca-cola,Minuman,10000,5000,744,149,aktif,2024-01-19,Warkop GenZ,Kafe,Bandung,2024-01-10
T010474,U006,P039,2025-09-28,17:35,Pengeluaran,Fashion,1,120000,120000,Cash,Tidak Ada Event,0,Berhasil,2025,9,S006,Celana Cargo,Fashion,120000,70000,759,152,aktif,2025-05-08,Thrift Hub,Fashion,Bandung,2025-05-01
T010474,U006,P037,2025-09-28,17:35,Pemasukan,Fashion,2,90000,180000,Cash,Tidak Ada Event,0,Berhasil,2025,9,S006,Hoodie,Fashion,90000,50000,426,85,aktif,2025-05-04,Thrift Hub,Fashion,Bandung,2025-05-01
T010475,U006,P039,2025-10-17,16:53,Pemasukan,Fashion,1,120000,120000,Cash,Tidak Ada Event,0,Berhasil,2025,10,S006,Celana Cargo,Fashion,120000,70000,759,152,aktif,2025-05-08,Thrift Hub,Fashion,Bandung,2025-05-01
T010475,U006,P037,2025-10-17,16:53,Pengeluaran,Fashion,1,90000,90000,Cash,Tidak Ada Event,0,Berhasil,2025,10,S006,Hoodie,Fashion,90000,50000,426,85,aktif,2025-05-04,Thrift Hub,Fashion,Bandung,2025-05-01
T010476,U004,P030,2025-09-26,09:31,Pemasukan,Bakery,4,28000,112000,QRIS,Tidak Ada Event,0,Berhasil,2025,9,S004,Cheesecake,Bakery,28000,14000,666,133,aktif,2024-10-12,Roti Bahagia,Bakery,Sumedang,2024-10-01
T010476,U004,P029,2025-09-26,09:31,Pemasukan,Bakery,2,12000,24000,QRIS,Tidak Ada Event,0,Berhasil,2025,9,S004,Kue Balok,Bakery,12000,6000,852,170,aktif,2024-10-12,Roti Bahagia,Bakery,Sumedang,2024-10-01
T010477,U003,P020,2025-07-28,18:02,Pemasukan,Makanan,4,15000,60000,QRIS,Tidak Ada Event,0,Berhasil,2025,7,S003,Ketoprak,Makanan,15000,8000,896,179,stok_menipis,2024-07-19,Dapur Nusantara,Kuliner,Garut,2024-07-15
T010478,U003,P018,2026-04-13,20:54,Pemasukan,Makanan,5,25000,125000,Cash,Tidak Ada Event,0,Berhasil,2026,4,S003,Sate Ayam,Makanan,25000,13000,970,194,aktif,2024-07-29,Dapur Nusantara,Kuliner,Garut,2024-07-15
T010478,U003,P019,2026-04-13,20:54,Pemasukan,Makanan,3,28000,84000,Cash,Tidak Ada Event,0,Berhasil,2026,4,S003,Soto Betawi,Makanan,28000,15000,671,134,aktif,2024-07-27,Dapur Nusantara,Kuliner,Garut,2024-07-15
T010478,U003,P020,2026-04-13,20:54,Pemasukan,Makanan,3,15000,45000,Cash,Tidak Ada Event,0,Berhasil,2026,4,S003,Ketoprak,Makanan,15000,8000,896,179,stok_menipis,2024-07-19,Dapur Nusantara,Kuliner,Garut,2024-07-15
T010479,U003,P022,2025-01-07,20:33,Pemasukan,Frozen Food,2,15000,30000,QRIS,Tidak Ada Event,0,Berhasil,2025,1,S008,Sosis Frozen,Frozen Food,15000,7000,984,197,aktif,2024-07-22,Dapur Nusantara,Kuliner,Garut,2024-07-15
T010479,U003,P016,2025-01-07,20:33,Pemasukan,Makanan,2,35000,70000,QRIS,Tidak Ada Event,0,Berhasil,2025,1,S003,Steak Ayam,Makanan,35000,18000,1070,214,aktif,2024-07-16,Dapur Nusantara,Kuliner,Garut,2024-07-15
T010480,U002,P013,2025-08-08,12:58,Pemasukan,Snack,1,15000,14250,Cash,8.8 Sale,5,Berhasil,2025,8,S004,Silverqueen,Snack,15000,9000,1544,309,aktif,2024-03-14,Warung Madura,Retail,Cimahi,2024-03-01
T010480,U002,P010,2025-08-08,12:58,Pemasukan,Sembako,10,12000,114000,Cash,8.8 Sale,5,Berhasil,2025,8,S002,Kecap,Sembako,12000,8000,2513,503,aktif,2024-03-15,Warung Madura,Retail,Cimahi,2024-03-01
T010481,U006,P038,2026-11-30,21:22,Pemasukan,Fashion,2,75000,142500,Cash,Tidak Ada Event,5,Berhasil,2026,11,S006,Kaos Polo,Fashion,75000,40000,434,87,aktif,2025-05-10,Thrift Hub,Fashion,Bandung,2025-05-01
T010482,U002,P014,2026-06-29,15:01,Pemasukan,Snack,3,14000,42000,QRIS,Tidak Ada Event,0,Dibatalkan,2026,6,S004,Cookies,Snack,14000,7000,1299,260,aktif,2024-03-08,Warung Madura,Retail,Cimahi,2024-03-01
T010482,U002,P012,2026-06-29,15:01,Pemasukan,Snack,5,18000,90000,QRIS,Tidak Ada Event,0,Dibatalkan,2026,6,S004,Pringles,Snack,18000,9000,1359,272,aktif,2024-03-06,Warung Madura,Retail,Cimahi,2024-03-01
T010482,U002,P010,2026-06-29,15:01,Pemasukan,Sembako,2,12000,24000,QRIS,Tidak Ada Event,0,Dibatalkan,2026,6,S002,Kecap,Sembako,12000,8000,2513,503,aktif,2024-03-15,Warung Madura,Retail,Cimahi,2024-03-01
T010483,U004,P027,2025-02-21,14:53,Pemasukan,Bakery,4,22000,88000,Cash,Tidak Ada Event,0,Berhasil,2025,2,S004,Cinnamon Roll,Bakery,22000,12000,625,125,aktif,2024-10-13,Roti Bahagia,Bakery,Sumedang,2024-10-01
T010483,U004,P030,2025-02-21,14:53,Pengeluaran,Bakery,4,28000,112000,Cash,Tidak Ada Event,0,Berhasil,2025,2,S004,Cheesecake,Bakery,28000,14000,666,133,aktif,2024-10-12,Roti Bahagia,Bakery,Sumedang,2024-10-01
T010483,U004,P028,2025-02-21,14:53,Pemasukan,Bakery,3,15000,45000,Cash,Tidak Ada Event,0,Berhasil,2025,2,S004,Dorayaki,Bakery,15000,7000,638,128,stok_menipis,2024-10-08,Roti Bahagia,Bakery,Sumedang,2024-10-01
T010484,U001,P005,2024-11-15,23:26,Pemasukan,Minuman,4,5000,20000,Transfer,Tidak Ada Event,0,Berhasil,2024,11,S007,Air Mineral,Minuman,5000,2500,715,143,aktif,2024-01-11,Warkop GenZ,Kafe,Bandung,2024-01-10
T010485,U005,P032,2026-05-27,09:09,Pemasukan,Laundry,2,15000,30000,QRIS,Tidak Ada Event,0,Berhasil,2026,5,S005,Pemutih,Laundry,15000,8000,4148,830,aktif,2025-02-02,CleanWash,Laundry,Bandung,2025-02-01
T010485,U005,P031,2026-05-27,09:09,Pemasukan,Laundry,5,12000,60000,QRIS,Tidak Ada Event,0,Berhasil,2026,5,S005,Deterjen,Laundry,12000,7000,2614,523,aktif,2025-02-14,CleanWash,Laundry,Bandung,2025-02-01
T010486,U005,P032,2025-11-30,16:13,Pemasukan,Laundry,6,15000,90000,QRIS,Tidak Ada Event,0,Berhasil,2025,11,S005,Pemutih,Laundry,15000,8000,4148,830,aktif,2025-02-02,CleanWash,Laundry,Bandung,2025-02-01
T010486,U005,P031,2025-11-30,16:13,Pemasukan,Laundry,1,12000,12000,QRIS,Tidak Ada Event,0,Berhasil,2025,11,S005,Deterjen,Laundry,12000,7000,2614,523,aktif,2025-02-14,CleanWash,Laundry,Bandung,2025-02-01
T010487,U005,P033,2026-07-15,12:32,Pemasukan,Laundry,5,12000,60000,Transfer,Tidak Ada Event,0,Berhasil,2026,7,S005,Pewangi,Laundry,12000,6000,2635,527,aktif,2025-02-06,CleanWash,Laundry,Bandung,2025-02-01
T010488,U003,P023,2026-11-16,22:49,Pemasukan,Frozen Food,2,18000,36000,Cash,Tidak Ada Event,0,Berhasil,2026,11,S008,Kentang Frozen,Frozen Food,18000,10000,1073,215,aktif,2024-07-29,Dapur Nusantara,Kuliner,Garut,2024-07-15
T010488,U003,P024,2026-11-16,22:49,Pemasukan,Frozen Food,1,22000,22000,Cash,Tidak Ada Event,0,Berhasil,2026,11,S008,Dimsum Frozen,Frozen Food,22000,12000,914,183,aktif,2024-07-21,Dapur Nusantara,Kuliner,Garut,2024-07-15
T010489,U002,P012,2026-09-29,07:43,Pemasukan,Snack,1,18000,18000,QRIS,Tidak Ada Event,0,Berhasil,2026,9,S004,Pringles,Snack,18000,9000,1359,272,aktif,2024-03-06,Warung Madura,Retail,Cimahi,2024-03-01
T010490,U004,P028,2026-06-28,13:16,Pemasukan,Bakery,2,15000,30000,Cash,Tidak Ada Event,0,Berhasil,2026,6,S004,Dorayaki,Bakery,15000,7000,638,128,stok_menipis,2024-10-08,Roti Bahagia,Bakery,Sumedang,2024-10-01
T010490,U004,P026,2026-06-28,13:16,Pemasukan,Bakery,3,18000,54000,Cash,Tidak Ada Event,0,Berhasil,2026,6,S004,Croissant,Bakery,18000,9000,825,165,aktif,2024-10-11,Roti Bahagia,Bakery,Sumedang,2024-10-01
T010491,U005,P034,2025-07-15,13:38,Pemasukan,Laundry,3,7000,21000,Cash,Tidak Ada Event,0,Berhasil,2025,7,S005,Cuci Kiloan,Laundry,7000,3000,4294,859,aktif,2025-02-11,CleanWash,Laundry,Bandung,2025-02-01
T010491,U005,P032,2025-07-15,13:38,Pemasukan,Laundry,5,15000,75000,Cash,Tidak Ada Event,0,Berhasil,2025,7,S005,Pemutih,Laundry,15000,8000,4148,830,aktif,2025-02-02,CleanWash,Laundry,Bandung,2025-02-01
T010492,U004,P029,2025-01-07,14:23,Pemasukan,Bakery,3,12000,36000,Transfer,Tidak Ada Event,0,Berhasil,2025,1,S004,Kue Balok,Bakery,12000,6000,852,170,aktif,2024-10-12,Roti Bahagia,Bakery,Sumedang,2024-10-01
T010492,U004,P027,2025-01-07,14:23,Pemasukan,Bakery,3,22000,66000,Transfer,Tidak Ada Event,0,Berhasil,2025,1,S004,Cinnamon Roll,Bakery,22000,12000,625,125,aktif,2024-10-13,Roti Bahagia,Bakery,Sumedang,2024-10-01
T010493,U004,P026,2025-01-20,14:51,Pemasukan,Bakery,3,18000,54000,QRIS,Tidak Ada Event,0,Berhasil,2025,1,S004,Croissant,Bakery,18000,9000,825,165,aktif,2024-10-11,Roti Bahagia,Bakery,Sumedang,2024-10-01
T010493,U004,P029,2025-01-20,14:51,Pemasukan,Bakery,4,12000,48000,QRIS,Tidak Ada Event,0,Berhasil,2025,1,S004,Kue Balok,Bakery,12000,6000,852,170,aktif,2024-10-12,Roti Bahagia,Bakery,Sumedang,2024-10-01
T010494,U005,P033,2026-06-09,08:08,Pengeluaran,Laundry,7,12000,84000,Cash,Tidak Ada Event,0,Berhasil,2026,6,S005,Pewangi,Laundry,12000,6000,2635,527,aktif,2025-02-06,CleanWash,Laundry,Bandung,2025-02-01
T010495,U005,P033,2025-03-01,15:44,Pemasukan,Laundry,8,12000,96000,QRIS,Ramadan,0,Berhasil,2025,3,S005,Pewangi,Laundry,12000,6000,2635,527,aktif,2025-02-06,CleanWash,Laundry,Bandung,2025-02-01
T010496,U005,P034,2025-02-08,12:02,Pemasukan,Laundry,8,7000,56000,Cash,Tidak Ada Event,0,Berhasil,2025,2,S005,Cuci Kiloan,Laundry,7000,3000,4294,859,aktif,2025-02-11,CleanWash,Laundry,Bandung,2025-02-01
T010497,U006,P039,2026-05-25,18:52,Pemasukan,Fashion,1,120000,120000,Cash,Tidak Ada Event,0,Berhasil,2026,5,S006,Celana Cargo,Fashion,120000,70000,759,152,aktif,2025-05-08,Thrift Hub,Fashion,Bandung,2025-05-01
T010497,U006,P038,2026-05-25,18:52,Pemasukan,Fashion,2,75000,150000,Cash,Tidak Ada Event,0,Berhasil,2026,5,S006,Kaos Polo,Fashion,75000,40000,434,87,aktif,2025-05-10,Thrift Hub,Fashion,Bandung,2025-05-01
T010498,U001,P005,2025-06-06,22:39,Pemasukan,Minuman,2,5000,10000,QRIS,6.6 Sale,0,Berhasil,2025,6,S007,Air Mineral,Minuman,5000,2500,715,143,aktif,2024-01-11,Warkop GenZ,Kafe,Bandung,2024-01-10
T010498,U001,P002,2025-06-06,22:39,Pemasukan,Minuman,4,20000,80000,QRIS,6.6 Sale,0,Berhasil,2025,6,S001,Latte,Minuman,20000,10000,825,165,aktif,2024-01-15,Warkop GenZ,Kafe,Bandung,2024-01-10
T010499,U004,P029,2026-04-27,08:42,Pemasukan,Bakery,4,12000,48000,QRIS,Tidak Ada Event,0,Berhasil,2026,4,S004,Kue Balok,Bakery,12000,6000,852,170,aktif,2024-10-12,Roti Bahagia,Bakery,Sumedang,2024-10-01
T010499,U004,P030,2026-04-27,08:42,Pemasukan,Bakery,4,28000,112000,QRIS,Tidak Ada Event,0,Berhasil,2026,4,S004,Cheesecake,Bakery,28000,14000,666,133,aktif,2024-10-12,Roti Bahagia,Bakery,Sumedang,2024-10-01
T010500,U001,P005,2024-10-27,22:22,Pemasukan,Minuman,3,5000,15000,QRIS,Tidak Ada Event,0,Berhasil,2024,10,S007,Air Mineral,Minuman,5000,2500,715,143,aktif,2024-01-11,Warkop GenZ,Kafe,Bandung,2024-01-10
T010501,U001,P001,2024-08-06,18:28,Pemasukan,Minuman,1,15000,15000,QRIS,Tidak Ada Event,0,Berhasil,2024,8,S001,Americano,Minuman,15000,7000,757,151,aktif,2024-01-21,Warkop GenZ,Kafe,Bandung,2024-01-10
T010501,U001,P004,2024-08-06,18:28,Pengeluaran,Minuman,1,10000,10000,QRIS,Tidak Ada Event,0,Berhasil,2024,8,S007,Coca-cola,Minuman,10000,5000,744,149,aktif,2024-01-19,Warkop GenZ,Kafe,Bandung,2024-01-10
T010501,U001,P002,2024-08-06,18:28,Pemasukan,Minuman,2,20000,40000,QRIS,Tidak Ada Event,0,Berhasil,2024,8,S001,Latte,Minuman,20000,10000,825,165,aktif,2024-01-15,Warkop GenZ,Kafe,Bandung,2024-01-10
T010502,U006,P040,2026-04-13,10:34,Pemasukan,Fashion,2,50000,100000,Transfer,Tidak Ada Event,0,Berhasil,2026,4,S006,Topi,Fashion,50000,25000,412,82,stok_menipis,2025-05-07,Thrift Hub,Fashion,Bandung,2025-05-01
T010502,U006,P037,2026-04-13,10:34,Pemasukan,Fashion,1,90000,90000,Transfer,Tidak Ada Event,0,Berhasil,2026,4,S006,Hoodie,Fashion,90000,50000,426,85,aktif,2025-05-04,Thrift Hub,Fashion,Bandung,2025-05-01
T010502,U006,P036,2026-04-13,10:34,Pemasukan,Fashion,1,150000,150000,Transfer,Tidak Ada Event,0,Berhasil,2026,4,S006,Jaket Kulit,Fashion,150000,90000,534,107,aktif,2025-05-12,Thrift Hub,Fashion,Bandung,2025-05-01
T010503,U006,P039,2025-12-27,13:17,Pemasukan,Fashion,2,120000,240000,Transfer,Tidak Ada Event,0,Berhasil,2025,12,S006,Celana Cargo,Fashion,120000,70000,759,152,aktif,2025-05-08,Thrift Hub,Fashion,Bandung,2025-05-01
T010503,U006,P038,2025-12-27,13:17,Pemasukan,Fashion,1,75000,75000,Transfer,Tidak Ada Event,0,Berhasil,2025,12,S006,Kaos Polo,Fashion,75000,40000,434,87,aktif,2025-05-10,Thrift Hub,Fashion,Bandung,2025-05-01
T010504,U001,P004,2025-07-29,21:52,Pemasukan,Minuman,4,10000,36000,Cash,Tidak Ada Event,10,Berhasil,2025,7,S007,Coca-cola,Minuman,10000,5000,744,149,aktif,2024-01-19,Warkop GenZ,Kafe,Bandung,2024-01-10
T010504,U001,P005,2025-07-29,21:52,Pemasukan,Minuman,2,5000,9000,Cash,Tidak Ada Event,10,Berhasil,2025,7,S007,Air Mineral,Minuman,5000,2500,715,143,aktif,2024-01-11,Warkop GenZ,Kafe,Bandung,2024-01-10
T010505,U005,P032,2026-01-23,12:02,Pemasukan,Laundry,2,15000,30000,QRIS,Tidak Ada Event,0,Berhasil,2026,1,S005,Pemutih,Laundry,15000,8000,4148,830,aktif,2025-02-02,CleanWash,Laundry,Bandung,2025-02-01
T010505,U005,P031,2026-01-23,12:02,Pemasukan,Laundry,2,12000,24000,QRIS,Tidak Ada Event,0,Berhasil,2026,1,S005,Deterjen,Laundry,12000,7000,2614,523,aktif,2025-02-14,CleanWash,Laundry,Bandung,2025-02-01
